Order_ID,Date,Month,Year,Customer_ID,Product_ID,Region_ID,Sales,Profit,Product_Name,Category,Sub_Category,Customer_Name,Segment,Region_Name
O0233,2023-12-14,12,2023,C163,P025,R4,2114.95,215.21,Headphones,Accessories,Audio,Rohan,Consumer,West
O0234,2023-01-08,1,2023,C149,P031,R3,4063.2,911.53,Phone,Technology,Mobiles,Ananya,Corporate,East
O0235,2023-12-18,12,2023,C110,P041,R2,4349.37,1258.66,Headphones,Accessories,Audio,Ananya,Corporate,South
O0236,2023-07-25,7,2023,C144,P053,R1,2803.47,629.85,Phone,Technology,Mobiles,Diya,Home Office,North
O0237,2024-03-04,3,2024,C117,P093,R2,3123.24,706.14,Keyboard,Accessories,Input Devices,Rohan,Home Office,South
O0238,2024-12-18,12,2024,C055,P087,R1,1313.61,87.5,Laptop,Technology,Computers,Vivaan,Home Office,North
O0239,2023-05-15,5,2023,C079,P007,R1,2062.29,425.61,Keyboard,Accessories,Input Devices,Aarav,Home Office,North
O0240,2024-01-10,1,2024,C015,P067,R2,4817.97,973.66,Keyboard,Accessories,Input Devices,Diya,Corporate,South
O0241,2023-11-13,11,2023,C138,P055,R4,351.58,44.75,Headphones,Accessories,Audio,Aditya,Home Office,West
O0242,2024-06-27,6,2024,C017,P026,R4,3027.18,334.43,Tablet,Technology,Tablets,Isha,Corporate,West
O0243,2023-07-15,7,2023,C134,P087,R3,1214.77,302.95,Phone,Technology,Mobiles,Aarav,Consumer,East
O0244,2024-03-26,3,2024,C138,P009,R4,1208.13,239.34,Monitor,Technology,Displays,Aarav,Corporate,West
O0245,2024-11-28,11,2024,C033,P014,R1,4162.97,1245.86,Laptop,Technology,Computers,Ananya,Consumer,North
O0246,2024-11-10,11,2024,C013,P069,R1,2420.66,630.24,Monitor,Technology,Displays,Aarav,Consumer,North
O0247,2024-06-12,6,2024,C078,P019,R1,4279.32,436.8,Phone,Technology,Mobiles,Aditya,Home Office,North
O0248,2023-01-13,1,2023,C054,P029,R4,4664.84,391.5,Phone,Technology,Mobiles,Aditya,Corporate,West
O0249,2024-06-25,6,2024,C157,P056,R1,720.59,80.25,Tablet,Technology,Tablets,Ananya,Home Office,North
O0250,2024-04-13,4,2024,C034,P076,R4,847.7,157.18,Headphones,Accessories,Audio,Vivaan,Home Office,West
O0251,2024-09-13,9,2024,C038,P025,R1,552.95,161.47,Phone,Technology,Mobiles,Ananya,Home Office,North
O0252,2024-01-27,1,2024,C017,P033,R4,485.8,45.13,Keyboard,Accessories,Input Devices,Aditya,Home Office,West
O0253,2024-04-02,4,2024,C067,P084,R4,4055.98,298.49,Laptop,Technology,Computers,Diya,Home Office,West
O0254,2024-12-24,12,2024,C126,P100,R4,3179.52,782.08,Keyboard,Accessories,Input Devices,Aarav,Consumer,West
O0255,2023-08-21,8,2023,C112,P075,R1,4482.46,592.15,Tablet,Technology,Tablets,Diya,Corporate,North
O0256,2024-04-19,4,2024,C017,P056,R3,1351.35,203.36,Monitor,Technology,Displays,Isha,Corporate,East
O0257,2023-06-17,6,2023,C090,P084,R4,4477.6,1269.37,Headphones,Accessories,Audio,Rohan,Consumer,West
O0258,2024-08-12,8,2024,C063,P012,R3,2071.36,269.88,Keyboard,Accessories,Input Devices,Aarav,Corporate,East
O0259,2024-05-03,5,2024,C170,P084,R3,1025.61,290.48,Monitor,Technology,Displays,Ananya,Home Office,East
O0260,2023-09-12,9,2023,C139,P041,R4,724.38,69.64,Laptop,Technology,Computers,Aarav,Consumer,West
O0261,2023-05-04,5,2023,C095,P048,R1,3042.73,391.81,Keyboard,Accessories,Input Devices,Meera,Corporate,North
O0262,2023-10-25,10,2023,C025,P031,R4,1281.33,267.87,Headphones,Accessories,Audio,Isha,Corporate,West
O0263,2024-03-18,3,2024,C068,P082,R3,2494.07,305.46,Laptop,Technology,Computers,Vivaan,Corporate,East
O0264,2023-05-05,5,2023,C120,P044,R4,891.44,47.93,Tablet,Technology,Tablets,Vivaan,Home Office,West
O0265,2024-02-20,2,2024,C164,P013,R4,4674.2,1392.61,Laptop,Technology,Computers,Diya,Home Office,West
O0266,2024-07-05,7,2024,C095,P086,R4,855.06,64.75,Laptop,Technology,Computers,Isha,Corporate,West
O0267,2023-03-16,3,2023,C073,P001,R2,4074.48,370.69,Phone,Technology,Mobiles,Ananya,Corporate,South
O0268,2024-11-24,11,2024,C110,P021,R4,526.02,45.47,Headphones,Accessories,Audio,Ananya,Consumer,West
O0269,2024-05-05,5,2024,C090,P089,R3,3887.98,321.24,Phone,Technology,Mobiles,Ananya,Home Office,East
O0270,2024-11-18,11,2024,C082,P093,R2,2495.29,461.56,Monitor,Technology,Displays,Rohan,Corporate,South
O0271,2023-02-24,2,2023,C027,P089,R3,1836.16,107.71,Phone,Technology,Mobiles,Meera,Consumer,East
O0272,2023-03-02,3,2023,C165,P069,R1,4720.32,1008.37,Tablet,Technology,Tablets,Rohan,Home Office,North
O0273,2024-09-17,9,2024,C007,P082,R1,347.24,57.68,Tablet,Technology,Tablets,Vivaan,Corporate,North
O0274,2024-04-16,4,2024,C084,P038,R4,873.13,92.05,Monitor,Technology,Displays,Meera,Corporate,West
O0275,2024-08-31,8,2024,C192,P064,R2,1193.05,316.56,Tablet,Technology,Tablets,Aarav,Corporate,South
O0276,2023-10-18,10,2023,C085,P034,R1,2698.68,256.29,Monitor,Technology,Displays,Rohan,Home Office,North
O0277,2023-10-10,10,2023,C115,P020,R4,1572.44,386.63,Laptop,Technology,Computers,Isha,Consumer,West
O0278,2023-05-06,5,2023,C093,P034,R2,2498.69,590.08,Phone,Technology,Mobiles,Aditya,Home Office,South
O0279,2023-07-16,7,2023,C099,P076,R3,1768.27,407.33,Laptop,Technology,Computers,Meera,Corporate,East
O0280,2023-03-02,3,2023,C171,P043,R4,1287.0,182.5,Laptop,Technology,Computers,Ananya,Consumer,West
O0281,2024-01-26,1,2024,C092,P020,R4,1502.31,361.79,Monitor,Technology,Displays,Rohan,Corporate,West
O0282,2024-10-08,10,2024,C048,P058,R3,3878.69,215.33,Tablet,Technology,Tablets,Meera,Corporate,East
O0283,2024-02-21,2,2024,C007,P021,R4,4538.93,1313.42,Monitor,Technology,Displays,Rohan,Corporate,West
O0284,2024-09-25,9,2024,C127,P067,R2,2608.75,274.92,Phone,Technology,Mobiles,Meera,Corporate,South
O0285,2024-05-16,5,2024,C183,P055,R2,4606.65,433.85,Phone,Technology,Mobiles,Isha,Corporate,South
O0286,2023-07-13,7,2023,C172,P008,R3,293.61,25.53,Monitor,Technology,Displays,Isha,Home Office,East
O0287,2023-10-14,10,2023,C128,P061,R3,1281.4,271.22,Phone,Technology,Mobiles,Aditya,Consumer,East
O0288,2024-07-01,7,2024,C003,P009,R1,2512.83,415.38,Laptop,Technology,Computers,Diya,Consumer,North
O0289,2024-03-13,3,2024,C160,P004,R3,3090.88,738.04,Laptop,Technology,Computers,Meera,Home Office,East
O0290,2024-03-18,3,2024,C038,P001,R3,2277.84,202.22,Monitor,Technology,Displays,Meera,Corporate,East
O0291,2023-09-22,9,2023,C187,P034,R3,2901.71,714.96,Laptop,Technology,Computers,Meera,Home Office,East
O0292,2024-06-18,6,2024,C129,P071,R2,2558.89,143.28,Keyboard,Accessories,Input Devices,Diya,Home Office,South
O0293,2024-05-04,5,2024,C002,P059,R2,3107.82,482.85,Phone,Technology,Mobiles,Aarav,Home Office,South
O0294,2023-10-03,10,2023,C061,P053,R1,3780.58,695.3,Headphones,Accessories,Audio,Ananya,Corporate,North
O0295,2023-12-12,12,2023,C115,P069,R2,3167.75,354.8,Phone,Technology,Mobiles,Isha,Consumer,South
O0296,2024-07-28,7,2024,C066,P014,R2,2922.43,677.22,Tablet,Technology,Tablets,Diya,Home Office,South
O0297,2023-06-29,6,2023,C074,P078,R1,4527.76,1175.03,Monitor,Technology,Displays,Rohan,Corporate,North
O0298,2024-04-12,4,2024,C132,P071,R2,235.32,17.87,Headphones,Accessories,Audio,Meera,Home Office,South
O0299,2024-11-05,11,2024,C142,P016,R2,578.32,32.48,Tablet,Technology,Tablets,Aarav,Home Office,South
O0300,2024-11-29,11,2024,C195,P051,R1,1369.84,266.9,Monitor,Technology,Displays,Ananya,Consumer,North
O0301,2024-11-19,11,2024,C123,P029,R4,921.06,47.49,Tablet,Technology,Tablets,Aarav,Consumer,West
O0302,2024-09-14,9,2024,C095,P030,R1,4441.34,1289.7,Headphones,Accessories,Audio,Diya,Home Office,North
O0303,2023-04-04,4,2023,C173,P006,R3,194.47,27.83,Tablet,Technology,Tablets,Diya,Corporate,East
O0304,2024-03-24,3,2024,C096,P070,R1,4115.32,219.88,Phone,Technology,Mobiles,Meera,Corporate,North
O0305,2024-06-17,6,2024,C029,P078,R2,3031.5,881.54,Phone,Technology,Mobiles,Aditya,Consumer,South
O0306,2024-04-13,4,2024,C003,P060,R3,4173.69,245.89,Monitor,Technology,Displays,Aditya,Home Office,East
O0307,2024-08-26,8,2024,C019,P041,R2,2555.25,657.85,Tablet,Technology,Tablets,Meera,Consumer,South
O0308,2024-09-30,9,2024,C147,P062,R3,1544.07,228.27,Phone,Technology,Mobiles,Ananya,Home Office,East
O0309,2023-12-29,12,2023,C078,P086,R1,270.76,63.89,Phone,Technology,Mobiles,Ananya,Consumer,North
O0310,2023-03-10,3,2023,C128,P062,R4,3249.99,823.46,Tablet,Technology,Tablets,Vivaan,Corporate,West
O0311,2024-06-27,6,2024,C034,P024,R2,107.93,15.99,Phone,Technology,Mobiles,Vivaan,Home Office,South
O0312,2023-08-01,8,2023,C085,P004,R2,4186.94,1196.37,Headphones,Accessories,Audio,Rohan,Consumer,South
O0313,2024-12-27,12,2024,C185,P048,R4,2822.13,542.1,Tablet,Technology,Tablets,Isha,Consumer,West
O0314,2024-09-30,9,2024,C149,P095,R3,366.59,93.23,Laptop,Technology,Computers,Rohan,Consumer,East
O0315,2024-08-06,8,2024,C051,P097,R4,2491.82,137.99,Phone,Technology,Mobiles,Vivaan,Consumer,West
O0316,2024-07-26,7,2024,C087,P034,R2,3688.53,820.19,Monitor,Technology,Displays,Isha,Home Office,South
O0317,2023-10-30,10,2023,C015,P067,R4,1828.68,341.91,Monitor,Technology,Displays,Diya,Home Office,West
O0318,2023-11-13,11,2023,C012,P086,R4,3058.1,780.36,Keyboard,Accessories,Input Devices,Rohan,Corporate,West
O0319,2023-10-22,10,2023,C147,P050,R2,1175.54,343.22,Monitor,Technology,Displays,Isha,Home Office,South
O0320,2023-05-12,5,2023,C096,P089,R3,3469.63,627.1,Laptop,Technology,Computers,Ananya,Corporate,East
O0321,2024-02-18,2,2024,C031,P051,R4,4305.94,864.95,Headphones,Accessories,Audio,Meera,Home Office,West
O0322,2023-11-02,11,2023,C185,P051,R3,2011.92,150.36,Tablet,Technology,Tablets,Isha,Corporate,East
O0323,2023-08-13,8,2023,C200,P022,R2,4471.12,1115.23,Phone,Technology,Mobiles,Isha,Home Office,South
O0324,2023-09-03,9,2023,C184,P081,R4,4198.71,1063.69,Laptop,Technology,Computers,Rohan,Consumer,West
O0325,2023-02-09,2,2023,C153,P031,R3,3580.31,1039.92,Keyboard,Accessories,Input Devices,Meera,Corporate,East
O0326,2024-04-30,4,2024,C145,P047,R2,3881.02,797.67,Laptop,Technology,Computers,Aditya,Corporate,South
O0327,2023-04-19,4,2023,C066,P069,R1,919.51,139.15,Keyboard,Accessories,Input Devices,Ananya,Consumer,North
O0328,2023-05-31,5,2023,C013,P072,R4,1492.53,343.08,Monitor,Technology,Displays,Rohan,Home Office,West
O0329,2024-04-14,4,2024,C029,P003,R4,3374.21,871.4,Monitor,Technology,Displays,Ananya,Corporate,West
O0330,2024-07-31,7,2024,C120,P073,R4,1151.28,93.24,Headphones,Accessories,Audio,Vivaan,Corporate,West
O0331,2024-07-04,7,2024,C147,P006,R2,3518.85,205.84,Headphones,Accessories,Audio,Ananya,Corporate,South
O0332,2023-05-03,5,2023,C108,P010,R1,2158.63,198.61,Headphones,Accessories,Audio,Ananya,Consumer,North
O0333,2023-10-12,10,2023,C143,P073,R4,1401.53,412.98,Monitor,Technology,Displays,Aditya,Corporate,West
O0334,2023-05-09,5,2023,C178,P042,R1,2229.68,376.52,Phone,Technology,Mobiles,Diya,Corporate,North
O0335,2024-07-06,7,2024,C069,P089,R1,1122.92,188.38,Tablet,Technology,Tablets,Ananya,Home Office,North
O0336,2023-10-04,10,2023,C112,P047,R2,3699.68,949.09,Headphones,Accessories,Audio,Ananya,Corporate,South
O0337,2024-07-29,7,2024,C131,P003,R2,548.53,112.88,Tablet,Technology,Tablets,Aditya,Home Office,South
O0338,2024-02-13,2,2024,C168,P051,R3,4817.39,601.1,Keyboard,Accessories,Input Devices,Diya,Home Office,East
O0339,2023-06-01,6,2023,C015,P076,R2,2038.21,416.28,Headphones,Accessories,Audio,Ananya,Consumer,South
O0340,2023-01-02,1,2023,C130,P078,R1,4824.31,1286.39,Headphones,Accessories,Audio,Meera,Home Office,North
O0341,2024-04-18,4,2024,C131,P042,R1,3302.27,934.63,Headphones,Accessories,Audio,Meera,Corporate,North
O0342,2024-01-06,1,2024,C143,P096,R4,4901.53,431.23,Phone,Technology,Mobiles,Meera,Corporate,West
O0343,2024-09-12,9,2024,C011,P001,R2,609.86,153.39,Keyboard,Accessories,Input Devices,Vivaan,Corporate,South
O0344,2023-03-08,3,2023,C042,P026,R1,4517.76,598.04,Tablet,Technology,Tablets,Isha,Home Office,North
O0345,2024-09-29,9,2024,C095,P009,R4,4958.77,1409.24,Headphones,Accessories,Audio,Isha,Home Office,West
O0346,2024-07-25,7,2024,C072,P039,R1,4430.82,1244.35,Laptop,Technology,Computers,Rohan,Home Office,North
O0347,2024-03-01,3,2024,C166,P030,R2,960.42,61.42,Tablet,Technology,Tablets,Vivaan,Consumer,South
O0348,2023-11-21,11,2023,C107,P042,R2,3414.31,194.67,Phone,Technology,Mobiles,Aarav,Corporate,South
O0349,2024-05-17,5,2024,C131,P054,R4,4806.8,1128.25,Headphones,Accessories,Audio,Aarav,Home Office,West
O0350,2023-07-31,7,2023,C195,P028,R1,2037.33,196.68,Keyboard,Accessories,Input Devices,Meera,Home Office,North
O0351,2024-10-27,10,2024,C138,P074,R3,4873.01,324.44,Phone,Technology,Mobiles,Diya,Home Office,East
O0352,2024-08-21,8,2024,C126,P060,R1,679.68,191.33,Keyboard,Accessories,Input Devices,Isha,Consumer,North
O0353,2023-04-16,4,2023,C174,P038,R4,4149.31,878.04,Keyboard,Accessories,Input Devices,Aarav,Corporate,West
O0354,2024-12-12,12,2024,C132,P079,R1,261.97,23.47,Headphones,Accessories,Audio,Diya,Home Office,North
O0355,2024-10-27,10,2024,C057,P035,R1,109.64,12.08,Monitor,Technology,Displays,Aarav,Corporate,North
O0356,2024-03-10,3,2024,C090,P092,R3,4663.81,1199.41,Headphones,Accessories,Audio,Diya,Corporate,East
O0357,2023-06-15,6,2023,C122,P046,R2,4650.95,653.83,Phone,Technology,Mobiles,Isha,Home Office,South
O0358,2024-06-11,6,2024,C193,P003,R3,4069.53,720.93,Laptop,Technology,Computers,Aditya,Corporate,East
O0359,2023-12-10,12,2023,C135,P020,R4,2660.84,732.19,Laptop,Technology,Computers,Ananya,Consumer,West
O0360,2024-04-02,4,2024,C180,P006,R4,1180.86,290.74,Monitor,Technology,Displays,Isha,Consumer,West
O0361,2024-07-24,7,2024,C188,P012,R4,2393.6,244.29,Headphones,Accessories,Audio,Diya,Consumer,West
O0362,2023-06-20,6,2023,C075,P028,R2,4268.2,383.76,Headphones,Accessories,Audio,Aditya,Corporate,South
O0363,2023-03-20,3,2023,C075,P096,R4,223.1,63.07,Phone,Technology,Mobiles,Ananya,Corporate,West
O0364,2024-10-06,10,2024,C004,P061,R2,3187.95,562.33,Phone,Technology,Mobiles,Vivaan,Home Office,South
O0365,2023-10-14,10,2023,C131,P061,R3,2309.3,333.51,Phone,Technology,Mobiles,Aditya,Corporate,East
O0366,2024-07-24,7,2024,C074,P038,R1,4718.23,700.86,Headphones,Accessories,Audio,Ananya,Corporate,North
O0367,2023-11-05,11,2023,C079,P047,R3,1175.94,349.4,Keyboard,Accessories,Input Devices,Diya,Corporate,East
O0368,2023-04-16,4,2023,C114,P017,R2,4139.44,959.18,Headphones,Accessories,Audio,Rohan,Corporate,South
O0369,2023-03-03,3,2023,C070,P028,R4,4232.88,827.49,Laptop,Technology,Computers,Meera,Consumer,West
O0370,2023-03-15,3,2023,C191,P034,R3,3419.1,246.24,Laptop,Technology,Computers,Aarav,Corporate,East
O0371,2023-10-05,10,2023,C089,P034,R1,3057.27,515.27,Monitor,Technology,Displays,Isha,Consumer,North
O0372,2023-06-02,6,2023,C071,P031,R3,2411.62,335.98,Laptop,Technology,Computers,Aditya,Consumer,East
O0373,2024-09-18,9,2024,C027,P079,R4,2319.36,488.58,Headphones,Accessories,Audio,Diya,Home Office,West
O0374,2023-12-23,12,2023,C151,P052,R1,248.52,35.95,Headphones,Accessories,Audio,Aditya,Consumer,North
O0375,2023-09-12,9,2023,C170,P096,R3,139.29,30.7,Headphones,Accessories,Audio,Ananya,Corporate,East
O0376,2024-08-01,8,2024,C140,P095,R1,752.55,113.57,Phone,Technology,Mobiles,Isha,Consumer,North
O0377,2023-03-17,3,2023,C025,P041,R4,1896.76,567.99,Headphones,Accessories,Audio,Meera,Consumer,West
O0378,2024-01-15,1,2024,C013,P076,R1,506.41,81.19,Phone,Technology,Mobiles,Vivaan,Consumer,North
O0379,2023-09-23,9,2023,C077,P020,R2,4325.26,1277.31,Laptop,Technology,Computers,Diya,Consumer,South
O0380,2024-03-14,3,2024,C080,P100,R3,4998.39,1409.41,Tablet,Technology,Tablets,Aarav,Consumer,East
O0381,2024-12-25,12,2024,C086,P043,R3,3481.26,955.29,Monitor,Technology,Displays,Meera,Home Office,East
O0382,2024-06-29,6,2024,C001,P099,R4,4213.01,764.37,Tablet,Technology,Tablets,Vivaan,Home Office,West
O0383,2023-08-17,8,2023,C018,P045,R2,3581.14,428.41,Phone,Technology,Mobiles,Aarav,Corporate,South
O0384,2024-10-03,10,2024,C101,P067,R1,1042.39,137.49,Laptop,Technology,Computers,Vivaan,Home Office,North
O0385,2024-02-10,2,2024,C099,P099,R3,3746.63,344.66,Tablet,Technology,Tablets,Rohan,Home Office,East
O0386,2024-08-31,8,2024,C182,P026,R2,2516.51,594.98,Tablet,Technology,Tablets,Meera,Consumer,South
O0387,2023-07-27,7,2023,C043,P090,R1,575.71,77.24,Laptop,Technology,Computers,Rohan,Home Office,North
O0388,2023-07-27,7,2023,C165,P100,R2,445.9,27.41,Headphones,Accessories,Audio,Ananya,Corporate,South
O0389,2023-07-12,7,2023,C149,P080,R2,2819.12,623.48,Tablet,Technology,Tablets,Isha,Home Office,South
O0390,2024-05-22,5,2024,C008,P064,R1,2659.97,681.13,Tablet,Technology,Tablets,Meera,Corporate,North
O0391,2024-10-02,10,2024,C145,P083,R4,2245.59,596.92,Headphones,Accessories,Audio,Aditya,Consumer,West
O0392,2023-02-08,2,2023,C056,P037,R1,3534.8,1058.14,Tablet,Technology,Tablets,Aarav,Consumer,North
O0393,2023-03-21,3,2023,C080,P081,R1,190.74,11.39,Keyboard,Accessories,Input Devices,Vivaan,Consumer,North
O0394,2024-06-30,6,2024,C108,P073,R3,348.86,77.31,Keyboard,Accessories,Input Devices,Aarav,Corporate,East
O0395,2023-05-10,5,2023,C057,P052,R4,1855.71,367.55,Monitor,Technology,Displays,Rohan,Home Office,West
O0396,2023-09-02,9,2023,C190,P029,R1,2508.9,578.03,Laptop,Technology,Computers,Meera,Consumer,North
O0397,2023-12-21,12,2023,C113,P098,R2,3067.04,774.78,Monitor,Technology,Displays,Diya,Corporate,South
O0398,2024-10-18,10,2024,C084,P049,R4,3179.35,178.13,Headphones,Accessories,Audio,Ananya,Consumer,West
O0399,2023-10-23,10,2023,C165,P052,R3,302.69,38.97,Keyboard,Accessories,Input Devices,Aditya,Corporate,East
O0400,2024-04-01,4,2024,C182,P076,R4,3918.52,783.88,Monitor,Technology,Displays,Aarav,Home Office,West
O0401,2024-05-26,5,2024,C125,P059,R4,978.28,209.39,Phone,Technology,Mobiles,Aarav,Consumer,West
O0402,2024-08-20,8,2024,C014,P073,R1,1686.01,146.97,Monitor,Technology,Displays,Rohan,Corporate,North
O0403,2024-04-18,4,2024,C163,P095,R1,2127.24,160.59,Monitor,Technology,Displays,Rohan,Corporate,North
O0404,2023-08-06,8,2023,C068,P023,R3,1817.44,342.82,Phone,Technology,Mobiles,Isha,Home Office,East
O0405,2023-06-20,6,2023,C010,P010,R3,3364.96,291.71,Keyboard,Accessories,Input Devices,Diya,Corporate,East
O0406,2024-05-25,5,2024,C080,P095,R2,2493.76,422.11,Keyboard,Accessories,Input Devices,Diya,Corporate,South
O0407,2024-05-18,5,2024,C122,P063,R3,407.75,22.02,Monitor,Technology,Displays,Diya,Corporate,East
O0408,2023-10-06,10,2023,C142,P015,R2,4702.18,292.38,Tablet,Technology,Tablets,Meera,Corporate,South
O0409,2024-10-19,10,2024,C055,P005,R1,1977.91,468.65,Phone,Technology,Mobiles,Diya,Corporate,North
O0410,2024-12-26,12,2024,C138,P035,R2,2501.54,705.1,Tablet,Technology,Tablets,Diya,Home Office,South
O0411,2023-06-03,6,2023,C157,P023,R1,2182.57,109.39,Phone,Technology,Mobiles,Vivaan,Corporate,North
O0412,2024-11-23,11,2024,C070,P092,R3,2125.34,510.37,Monitor,Technology,Displays,Aarav,Home Office,East
O0413,2024-02-08,2,2024,C091,P002,R2,2489.51,515.51,Tablet,Technology,Tablets,Aditya,Corporate,South
O0414,2024-10-25,10,2024,C021,P058,R2,3296.28,245.25,Keyboard,Accessories,Input Devices,Ananya,Consumer,South
O0415,2023-06-27,6,2023,C158,P007,R1,2435.02,711.27,Phone,Technology,Mobiles,Rohan,Home Office,North
O0416,2024-10-27,10,2024,C080,P095,R2,2926.63,226.59,Phone,Technology,Mobiles,Vivaan,Corporate,South
O0417,2023-04-07,4,2023,C036,P072,R2,4444.91,1050.86,Laptop,Technology,Computers,Rohan,Home Office,South
O0418,2023-11-20,11,2023,C113,P076,R4,4003.27,584.91,Tablet,Technology,Tablets,Ananya,Home Office,West
O0419,2024-09-19,9,2024,C088,P033,R1,3394.57,502.58,Laptop,Technology,Computers,Aarav,Consumer,North
O0420,2024-10-06,10,2024,C035,P084,R2,4380.57,849.8,Headphones,Accessories,Audio,Aditya,Corporate,South
O0421,2023-06-24,6,2023,C119,P055,R1,771.01,123.98,Phone,Technology,Mobiles,Rohan,Consumer,North
O0422,2024-06-08,6,2024,C009,P092,R3,780.87,204.72,Phone,Technology,Mobiles,Aarav,Corporate,East
O0423,2023-03-03,3,2023,C033,P095,R2,4677.91,903.56,Laptop,Technology,Computers,Aarav,Corporate,South
O0424,2024-05-10,5,2024,C078,P063,R1,752.83,164.19,Keyboard,Accessories,Input Devices,Isha,Corporate,North
O0425,2023-07-02,7,2023,C068,P020,R3,4464.26,925.75,Monitor,Technology,Displays,Meera,Home Office,East
O0426,2024-08-08,8,2024,C008,P053,R3,3554.8,304.29,Keyboard,Accessories,Input Devices,Aarav,Consumer,East
O0427,2023-09-26,9,2023,C134,P012,R1,3900.58,307.98,Laptop,Technology,Computers,Aditya,Home Office,North
O0428,2023-02-19,2,2023,C063,P031,R4,2589.25,510.76,Keyboard,Accessories,Input Devices,Diya,Home Office,West
O0429,2024-03-18,3,2024,C134,P057,R3,2712.23,680.18,Headphones,Accessories,Audio,Aditya,Corporate,East
O0430,2024-10-07,10,2024,C056,P032,R3,4842.07,939.48,Tablet,Technology,Tablets,Aarav,Consumer,East
O0431,2024-03-27,3,2024,C066,P080,R1,3535.05,248.66,Phone,Technology,Mobiles,Ananya,Corporate,North
O0432,2023-05-01,5,2023,C107,P057,R1,4368.55,1046.19,Keyboard,Accessories,Input Devices,Rohan,Consumer,North
O0433,2024-09-07,9,2024,C070,P049,R1,3700.2,1073.95,Headphones,Accessories,Audio,Aarav,Home Office,North
O0434,2023-10-10,10,2023,C015,P067,R4,1414.56,154.98,Monitor,Technology,Displays,Diya,Consumer,West
O0435,2024-07-02,7,2024,C025,P039,R2,333.79,65.77,Keyboard,Accessories,Input Devices,Ananya,Home Office,South
O0436,2023-02-04,2,2023,C024,P078,R4,2712.26,187.9,Headphones,Accessories,Audio,Ananya,Consumer,West
O0437,2023-03-10,3,2023,C117,P011,R2,3701.99,559.19,Laptop,Technology,Computers,Ananya,Corporate,South
O0438,2024-09-11,9,2024,C095,P006,R3,1081.91,111.48,Phone,Technology,Mobiles,Rohan,Corporate,East
O0439,2023-01-22,1,2023,C085,P043,R3,3546.35,359.71,Laptop,Technology,Computers,Aditya,Corporate,East
O0440,2024-04-19,4,2024,C009,P054,R1,2622.47,458.69,Keyboard,Accessories,Input Devices,Meera,Home Office,North
O0441,2023-01-22,1,2023,C068,P092,R4,2766.42,797.47,Tablet,Technology,Tablets,Vivaan,Consumer,West
O0442,2023-03-15,3,2023,C014,P031,R2,4758.92,885.9,Tablet,Technology,Tablets,Isha,Home Office,South
O0443,2023-01-10,1,2023,C124,P054,R3,4409.4,896.07,Keyboard,Accessories,Input Devices,Diya,Home Office,East
O0444,2024-10-31,10,2024,C186,P067,R4,4119.85,1174.42,Keyboard,Accessories,Input Devices,Diya,Consumer,West
O0445,2024-08-07,8,2024,C141,P026,R4,2214.24,117.11,Tablet,Technology,Tablets,Vivaan,Corporate,West
O0446,2024-08-24,8,2024,C012,P002,R4,2418.8,329.74,Headphones,Accessories,Audio,Meera,Consumer,West
O0447,2024-07-24,7,2024,C116,P071,R1,1565.28,135.79,Headphones,Accessories,Audio,Diya,Corporate,North
O0448,2023-10-29,10,2023,C059,P062,R2,4810.03,295.76,Laptop,Technology,Computers,Vivaan,Corporate,South
O0449,2024-06-14,6,2024,C020,P066,R1,3672.02,983.63,Headphones,Accessories,Audio,Ananya,Corporate,North
O0450,2023-12-27,12,2023,C071,P099,R3,3057.33,553.91,Headphones,Accessories,Audio,Aarav,Home Office,East
O0451,2023-11-07,11,2023,C110,P085,R1,1068.51,179.92,Laptop,Technology,Computers,Vivaan,Corporate,North
O0452,2024-09-28,9,2024,C150,P085,R4,3094.58,570.61,Headphones,Accessories,Audio,Aarav,Corporate,West
O0453,2023-11-05,11,2023,C196,P039,R2,3898.73,949.55,Laptop,Technology,Computers,Ananya,Home Office,South
O0454,2023-06-11,6,2023,C107,P051,R1,2705.69,295.71,Laptop,Technology,Computers,Meera,Home Office,North
O0455,2024-10-11,10,2024,C072,P019,R3,376.37,67.54,Keyboard,Accessories,Input Devices,Ananya,Consumer,East
O0456,2024-12-17,12,2024,C165,P016,R2,651.06,157.49,Headphones,Accessories,Audio,Diya,Consumer,South
O0457,2023-08-10,8,2023,C062,P079,R3,1041.7,232.52,Headphones,Accessories,Audio,Rohan,Consumer,East
O0458,2024-09-24,9,2024,C094,P016,R4,1969.21,570.09,Keyboard,Accessories,Input Devices,Diya,Home Office,West
O0459,2023-02-14,2,2023,C170,P053,R3,3434.77,886.39,Laptop,Technology,Computers,Diya,Corporate,East
O0460,2023-08-01,8,2023,C033,P029,R3,2828.82,643.57,Monitor,Technology,Displays,Vivaan,Consumer,East
O0461,2024-07-12,7,2024,C077,P016,R1,2305.84,572.78,Phone,Technology,Mobiles,Rohan,Home Office,North
O0462,2023-04-11,4,2023,C062,P046,R3,3777.85,462.21,Headphones,Accessories,Audio,Aarav,Corporate,East
O0463,2024-07-01,7,2024,C021,P057,R4,1237.3,281.03,Phone,Technology,Mobiles,Aarav,Home Office,West
O0464,2024-11-15,11,2024,C172,P072,R3,3753.59,831.81,Laptop,Technology,Computers,Diya,Consumer,East
O0465,2024-02-28,2,2024,C059,P073,R1,4185.94,396.87,Phone,Technology,Mobiles,Aarav,Corporate,North
